Mobile_Number,Age,Gender,Appointment_Date,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name,Session_Hours,Final_Rate,Additional_Services,Total_Bill,Payment_Mode,Customer_Satisfaction
4663941470,28,Male,2024-01-05,Friday,Pre-booked,Small,Minimalist,Artist B,2,14120,Aftercare Kit,14620,Cash,2
4755651176,37,Male,2024-07-07,Sunday,Walk-in,Small,Minimalist,Artist A,2,26275,None,26275,Card,3
4453275827,33,Male,2024-04-12,Friday,Walk-in,Small,Custom,Artist D,2,43078,Aftercare Kit,43578,UPI,1
3224908174,21,Male,2024-05-29,Wednesday,Walk-in,Large,Script,Artist D,5,32428,Consultation Fee,33428,UPI,2
4437308013,23,Female,2024-10-15,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist B,7,48130,Aftercare Kit,48630,UPI,5
3283089268,39,Male,2024-06-04,Tuesday,Pre-booked,Large,Custom,Artist A,5,43510,Consultation Fee,44510,Card,5
4416011033,43,Male,2024-11-14,Thursday,Pre-booked,Small,Realism,Artist A,1,2089,Aftercare Kit,2589,Card,5
3405899939,20,Male,2024-05-04,Saturday,Walk-in,Sleeve/Back,Script,Artist B,6,43111,Consultation Fee,44111,UPI,3
5396433758,31,Male,2024-08-25,Sunday,Pre-booked,Medium,Minimalist,Artist A,4,6633,Consultation Fee,7633,Card,4
4660280619,28,Male,2024-07-07,Sunday,Pre-booked,Small,Realism,Artist B,1,27223,Piercing,28723,UPI,4
4220401982,35,Female,2024-10-29,Tuesday,Pre-booked,Medium,Custom,Artist D,3,47269,None,47269,Card,4
4082313657,29,Male,2024-09-09,Monday,Pre-booked,Small,Minimalist,Artist C,2,23817,None,23817,Card,3
3645848526,40,Male,2024-04-10,Wednesday,Pre-booked,Medium,Minimalist,Artist D,3,36794,Consultation Fee,37794,UPI,5
4431779064,29,Male,2024-10-06,Sunday,Pre-booked,Small,Realism,Artist C,1,4143,Aftercare Kit,4643,Cash,4
3350048353,30,Male,2024-05-05,Sunday,Walk-in,Medium,Minimalist,Artist B,4,21437,Piercing,22937,Card,3
5502847163,42,Male,2024-03-18,Monday,Pre-booked,Medium,Tribal,Artist D,3,29911,None,29911,Cash,3
3607430264,36,Female,2024-01-04,Thursday,Pre-booked,Large,Minimalist,Artist B,5,19680,None,19680,Card,2
4502468844,53,Female,2024-07-28,Sunday,Walk-in,Medium,Script,Artist D,3,47747,Consultation Fee,48747,Cash,4
4332435144,25,Female,2024-01-13,Saturday,Walk-in,Medium,Realism,Artist A,2,42140,Aftercare Kit,42640,Card,5
4683446724,46,Male,2024-04-29,Monday,Pre-booked,Large,Script,Artist A,5,37549,Consultation Fee,38549,UPI,1
3553843145,49,Male,2024-10-04,Friday,Pre-booked,Sleeve/Back,Custom,Artist D,8,39698,Piercing,41198,UPI,3
3363865392,35,Male,2024-06-26,Wednesday,Pre-booked,Small,Script,Artist C,1,15575,None,15575,Card,2
4329644079,23,Female,2024-11-21,Thursday,Pre-booked,Medium,Tribal,Artist D,2,46870,None,46870,UPI,1
5400552009,35,Female,2024-12-21,Saturday,Pre-booked,Small,Tribal,Artist D,2,7305,Aftercare Kit,7805,Card,3
4617825308,36,Male,2024-01-05,Friday,Pre-booked,Small,Script,Artist A,1,42662,None,42662,Card,2
4410796055,39,Male,2024-06-20,Thursday,Pre-booked,Medium,Custom,Artist B,3,24000,Piercing,25500,UPI,4
3548870021,54,Male,2024-01-01,Monday,Pre-booked,Large,Minimalist,Artist B,6,5592,Consultation Fee,6592,UPI,2
5260842187,49,Female,2024-12-02,Monday,Pre-booked,Small,Tribal,Artist C,2,35733,None,35733,UPI,3
3401377436,20,Female,2024-07-11,Thursday,Pre-booked,Large,Script,Artist C,5,46214,None,46214,Cash,4
4818516501,45,Male,2024-06-06,Thursday,Walk-in,Large,Script,Artist A,4,25854,Piercing,27354,Card,5
5183941426,27,Male,2024-02-23,Friday,Pre-booked,Sleeve/Back,Script,Artist C,7,5379,Piercing,6879,UPI,2
4554039848,52,Female,2024-04-15,Monday,Pre-booked,Small,Minimalist,Artist C,2,9272,None,9272,Card,1
3078299575,46,Male,2024-09-28,Saturday,Walk-in,Sleeve/Back,Realism,Artist A,9,27097,None,27097,UPI,4
4557345129,32,Male,2024-05-01,Wednesday,Pre-booked,Small,Custom,Artist D,1,25959,Consultation Fee,26959,Card,4
4326569692,50,Male,2024-08-02,Friday,Pre-booked,Medium,Realism,Artist C,3,32497,Piercing,33997,UPI,5
3774223342,24,Female,2024-09-08,Sunday,Walk-in,Small,Custom,Artist D,1,42575,Piercing,44075,Cash,2
3919950484,29,Male,2024-01-31,Wednesday,Pre-booked,Small,Custom,Artist B,2,4678,None,4678,Card,1
4467729242,47,Male,2024-03-13,Wednesday,Pre-booked,Large,Script,Artist A,6,25958,None,25958,Cash,5
5088517710,38,Female,2024-12-30,Monday,Pre-booked,Medium,Tribal,Artist B,2,26014,Consultation Fee,27014,UPI,2
3824656200,48,Male,2024-05-23,Thursday,Walk-in,Small,Script,Artist A,2,13486,None,13486,UPI,1
3972994972,41,Male,2024-02-17,Saturday,Pre-booked,Small,Minimalist,Artist D,2,44478,None,44478,Cash,1
3590838716,37,Male,2024-01-23,Tuesday,Pre-booked,Medium,Custom,Artist A,4,38620,Piercing,40120,UPI,3
3665484476,54,Male,2024-04-28,Sunday,Walk-in,Small,Tribal,Artist C,2,48194,Aftercare Kit,48694,Card,1
3331421524,21,Female,2024-09-23,Monday,Pre-booked,Large,Custom,Artist B,5,6391,None,6391,Cash,2
4270417388,45,Male,2024-07-30,Tuesday,Pre-booked,Small,Custom,Artist B,1,38749,None,38749,Card,5
3434396266,37,Male,2024-12-24,Tuesday,Walk-in,Small,Script,Artist A,1,48487,None,48487,Cash,5
5180510715,41,Female,2024-07-09,Tuesday,Pre-booked,Small,Tribal,Artist C,1,15416,None,15416,Card,3
5318297747,49,Female,2024-08-22,Thursday,Pre-booked,Medium,Tribal,Artist C,2,11070,Consultation Fee,12070,Card,2
5261436148,53,Female,2024-02-13,Tuesday,Walk-in,Small,Custom,Artist A,2,23949,Aftercare Kit,24449,UPI,1
3162124225,51,Male,2024-10-24,Thursday,Walk-in,Small,Tribal,Artist D,1,17639,None,17639,UPI,3
4446391956,53,Male,2024-02-18,Sunday,Walk-in,Sleeve/Back,Tribal,Artist B,9,37365,Consultation Fee,38365,UPI,4
3562851356,19,Female,2024-09-15,Sunday,Walk-in,Medium,Script,Artist B,4,9442,None,9442,Cash,2
4617999521,32,Male,2024-03-09,Saturday,Pre-booked,Small,Realism,Artist B,2,44535,None,44535,UPI,3
3662510569,51,Female,2024-11-22,Friday,Pre-booked,Medium,Minimalist,Artist A,3,33358,None,33358,UPI,5
3696846464,53,Female,2024-07-20,Saturday,Walk-in,Large,Realism,Artist D,6,40018,Piercing,41518,Cash,3
3776727492,23,Female,2024-02-08,Thursday,Walk-in,Small,Tribal,Artist B,2,48061,None,48061,UPI,4
3710985298,29,Male,2024-10-30,Wednesday,Walk-in,Small,Custom,Artist A,1,15749,None,15749,Cash,2
4879792991,20,Male,2024-10-17,Thursday,Pre-booked,Large,Minimalist,Artist B,5,16774,None,16774,Card,3
3187657564,35,Female,2024-02-01,Thursday,Walk-in,Medium,Minimalist,Artist C,2,23001,Consultation Fee,24001,Card,1
4764624310,38,Male,2024-08-10,Saturday,Pre-booked,Medium,Custom,Artist B,2,25115,Aftercare Kit,25615,Card,2
4564654057,32,Male,2024-12-05,Thursday,Pre-booked,Small,Minimalist,Artist C,1,19521,Aftercare Kit,20021,UPI,3
4020184428,50,Female,2024-03-07,Thursday,Walk-in,Small,Custom,Artist A,1,35001,Piercing,36501,Card,3
4907818922,52,Female,2024-05-01,Wednesday,Pre-booked,Medium,Minimalist,Artist A,2,46579,Piercing,48079,Cash,2
4223756141,43,Male,2024-05-29,Wednesday,Pre-booked,Small,Realism,Artist D,1,29717,None,29717,UPI,5
4928130926,25,Male,2024-05-13,Monday,Pre-booked,Medium,Minimalist,Artist A,3,20162,None,20162,UPI,1
4005034996,53,Male,2024-06-10,Monday,Pre-booked,Medium,Script,Artist D,3,5569,None,5569,UPI,2
5293560436,47,Female,2024-07-20,Saturday,Walk-in,Small,Custom,Artist A,1,6152,None,6152,Card,1
4027220866,40,Female,2024-12-24,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist D,9,26432,Aftercare Kit,26932,Cash,1
4329154472,31,Male,2024-06-16,Sunday,Pre-booked,Large,Custom,Artist B,6,24624,None,24624,UPI,2
5014406658,31,Male,2024-06-11,Tuesday,Walk-in,Large,Script,Artist C,4,31649,Consultation Fee,32649,Cash,3
3833293142,19,Female,2024-08-19,Monday,Walk-in,Small,Minimalist,Artist A,1,33865,Aftercare Kit,34365,Cash,5
4579864877,54,Male,2024-05-19,Sunday,Walk-in,Small,Minimalist,Artist A,1,34863,Consultation Fee,35863,Card,1
5449932632,22,Male,2024-04-29,Monday,Walk-in,Medium,Script,Artist A,2,36516,None,36516,Cash,1
4892351448,31,Female,2024-02-08,Thursday,Pre-booked,Small,Script,Artist A,1,10041,None,10041,Cash,3
4982900391,42,Male,2024-04-13,Saturday,Walk-in,Sleeve/Back,Script,Artist B,9,32812,Aftercare Kit,33312,Card,2
4210200352,37,Female,2024-03-10,Sunday,Pre-booked,Small,Custom,Artist B,1,48519,None,48519,Cash,5
4640129626,19,Male,2024-10-26,Saturday,Pre-booked,Medium,Script,Artist C,3,36858,Piercing,38358,Cash,1
5159967797,23,Male,2024-02-25,Sunday,Pre-booked,Small,Custom,Artist C,2,46453,Aftercare Kit,46953,Cash,1
5265422548,34,Female,2024-03-20,Wednesday,Walk-in,Medium,Realism,Artist C,3,36921,None,36921,Cash,2
4798134537,42,Male,2024-02-24,Saturday,Pre-booked,Small,Minimalist,Artist C,2,21153,None,21153,UPI,3
3696034559,45,Other,2024-03-25,Monday,Walk-in,Medium,Minimalist,Artist B,3,31620,None,31620,UPI,4
3857695227,19,Female,2024-08-18,Sunday,Pre-booked,Small,Tribal,Artist B,2,42694,None,42694,Card,3
3594417160,52,Male,2024-08-26,Monday,Pre-booked,Large,Realism,Artist B,6,26126,None,26126,Card,1
4073755632,54,Male,2024-06-09,Sunday,Pre-booked,Small,Script,Artist D,1,46125,None,46125,Cash,1
3224110541,22,Male,2024-07-27,Saturday,Pre-booked,Sleeve/Back,Script,Artist A,8,47431,None,47431,Cash,5
5064121137,18,Male,2024-03-02,Saturday,Pre-booked,Large,Realism,Artist A,4,6300,None,6300,Cash,3
4594343845,29,Male,2024-10-01,Tuesday,Walk-in,Small,Script,Artist C,1,14343,None,14343,Card,4
5381734362,53,Male,2024-07-02,Tuesday,Pre-booked,Large,Tribal,Artist A,4,32007,None,32007,UPI,5
3440619526,40,Male,2024-04-16,Tuesday,Pre-booked,Small,Custom,Artist D,2,7721,Aftercare Kit,8221,UPI,4
5215813941,48,Female,2024-08-19,Monday,Walk-in,Sleeve/Back,Minimalist,Artist D,9,7254,None,7254,Card,5
3535486944,28,Female,2024-06-06,Thursday,Pre-booked,Medium,Realism,Artist A,2,27603,Consultation Fee,28603,Cash,3
4224336336,27,Female,2024-08-25,Sunday,Pre-booked,Small,Minimalist,Artist A,2,13718,Consultation Fee,14718,UPI,1
3360240905,20,Male,2024-05-15,Wednesday,Pre-booked,Small,Custom,Artist B,1,20898,None,20898,Card,4
3688536251,31,Male,2024-03-02,Saturday,Pre-booked,Small,Realism,Artist C,1,7042,Aftercare Kit,7542,UPI,3
4171629709,33,Female,2024-02-16,Friday,Pre-booked,Sleeve/Back,Custom,Artist A,8,9167,None,9167,Card,4
4929811336,27,Male,2024-03-21,Thursday,Walk-in,Small,Script,Artist C,2,12798,None,12798,UPI,3
5204833223,46,Male,2024-12-17,Tuesday,Pre-booked,Medium,Script,Artist C,2,20084,Piercing,21584,UPI,5
3632857647,27,Female,2024-06-04,Tuesday,Walk-in,Medium,Script,Artist B,2,9341,Consultation Fee,10341,UPI,3
4878930355,29,Female,2024-12-26,Thursday,Pre-booked,Sleeve/Back,Custom,Artist A,7,47683,None,47683,Card,5
3393906783,47,Male,2024-12-22,Sunday,Walk-in,Small,Custom,Artist C,2,11696,Consultation Fee,12696,Card,1
3953645978,18,Male,2024-11-04,Monday,Walk-in,Medium,Custom,Artist A,3,34527,Consultation Fee,35527,Cash,5
4937579958,22,Female,2024-01-21,Sunday,Pre-booked,Medium,Minimalist,Artist D,2,11863,Consultation Fee,12863,UPI,2
4501456453,37,Female,2024-04-20,Saturday,Pre-booked,Large,Custom,Artist B,6,15386,None,15386,Card,1
3114547603,25,Female,2024-06-16,Sunday,Walk-in,Small,Script,Artist C,1,36123,None,36123,Cash,3
4781968664,29,Female,2024-03-16,Saturday,Pre-booked,Small,Tribal,Artist D,1,43109,None,43109,Card,3
3228736604,18,Female,2024-02-16,Friday,Walk-in,Small,Custom,Artist D,2,3487,Consultation Fee,4487,Cash,2
4702756809,37,Male,2024-12-30,Monday,Walk-in,Large,Tribal,Artist B,6,21213,None,21213,Card,3
5156104136,45,Male,2024-05-07,Tuesday,Pre-booked,Small,Script,Artist A,1,29298,None,29298,Card,1
4606152369,54,Female,2024-07-01,Monday,Pre-booked,Medium,Custom,Artist C,4,46721,Piercing,48221,Card,1
4012659111,54,Female,2024-07-21,Sunday,Walk-in,Small,Minimalist,Artist B,1,37483,None,37483,Cash,5
4658570832,29,Female,2024-09-19,Thursday,Walk-in,Large,Minimalist,Artist A,5,10652,None,10652,UPI,4
3350492684,54,Male,2024-01-26,Friday,Walk-in,Sleeve/Back,Tribal,Artist D,9,33057,None,33057,UPI,3
4610237679,45,Male,2024-12-12,Thursday,Walk-in,Medium,Minimalist,Artist A,4,24721,Aftercare Kit,25221,UPI,2
3964386641,32,Female,2024-06-02,Sunday,Pre-booked,Small,Minimalist,Artist A,2,29533,Aftercare Kit,30033,Card,1
3121064582,23,Female,2024-05-13,Monday,Pre-booked,Small,Minimalist,Artist A,2,31088,Piercing,32588,UPI,1
4368741091,37,Female,2024-03-30,Saturday,Walk-in,Small,Script,Artist C,1,44250,Piercing,45750,Card,1
3425558776,31,Female,2024-01-16,Tuesday,Pre-booked,Small,Minimalist,Artist C,1,3407,None,3407,Cash,4
4440061103,19,Female,2024-07-26,Friday,Pre-booked,Medium,Realism,Artist B,4,21104,Aftercare Kit,21604,Cash,4
3627276995,26,Female,2024-08-19,Monday,Walk-in,Medium,Custom,Artist B,4,14390,None,14390,Card,3
3590985753,54,Female,2024-10-11,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist B,10,6125,Piercing,7625,Cash,2
3164510971,37,Female,2024-10-08,Tuesday,Pre-booked,Small,Minimalist,Artist C,1,3444,Piercing,4944,UPI,4
4232137626,43,Female,2024-05-07,Tuesday,Walk-in,Medium,Minimalist,Artist A,3,17225,None,17225,Cash,5
5029178475,46,Male,2024-02-18,Sunday,Walk-in,Medium,Realism,Artist D,3,36053,Piercing,37553,Card,4
3596110070,18,Male,2024-08-24,Saturday,Pre-booked,Medium,Minimalist,Artist A,4,44249,None,44249,Card,1
5014812671,52,Female,2024-02-22,Thursday,Pre-booked,Small,Minimalist,Artist D,2,24012,Aftercare Kit,24512,Card,2
4926728669,23,Male,2024-03-12,Tuesday,Walk-in,Medium,Custom,Artist A,2,28980,Consultation Fee,29980,Card,3
3022553699,54,Male,2024-03-03,Sunday,Walk-in,Medium,Realism,Artist C,3,39925,None,39925,Cash,4
3340272119,22,Male,2024-01-07,Sunday,Pre-booked,Large,Realism,Artist A,4,24465,None,24465,UPI,1
3081621076,50,Male,2024-02-01,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist A,7,44975,Piercing,46475,Card,5
4099184899,31,Male,2024-04-23,Tuesday,Pre-booked,Small,Realism,Artist D,1,44339,Consultation Fee,45339,Card,5
3926230061,29,Male,2024-03-07,Thursday,Pre-booked,Small,Tribal,Artist D,1,23384,None,23384,UPI,3
3642181881,37,Female,2024-04-11,Thursday,Walk-in,Medium,Realism,Artist B,4,33860,None,33860,UPI,3
5357096258,41,Male,2024-07-24,Wednesday,Pre-booked,Medium,Realism,Artist C,3,40886,None,40886,UPI,4
5266761348,51,Male,2024-07-09,Tuesday,Pre-booked,Small,Realism,Artist C,2,45637,Piercing,47137,UPI,3
4817865363,42,Male,2024-12-17,Tuesday,Pre-booked,Large,Script,Artist D,4,47669,None,47669,Card,1
3477543926,46,Female,2024-11-18,Monday,Walk-in,Sleeve/Back,Script,Artist B,7,36744,Aftercare Kit,37244,Card,1
4237386857,48,Male,2024-11-26,Tuesday,Pre-booked,Sleeve/Back,Script,Artist B,8,37944,Aftercare Kit,38444,UPI,1
4020657023,40,Female,2024-02-13,Tuesday,Pre-booked,Small,Realism,Artist B,1,31180,None,31180,UPI,4
4293434554,37,Female,2024-10-25,Friday,Pre-booked,Large,Tribal,Artist B,5,32015,Aftercare Kit,32515,Cash,4
3523334661,40,Female,2024-10-27,Sunday,Pre-booked,Large,Realism,Artist D,4,21928,Aftercare Kit,22428,Card,3
3205082311,33,Male,2024-05-12,Sunday,Walk-in,Medium,Minimalist,Artist A,2,39175,Piercing,40675,UPI,4
4024089868,25,Female,2024-02-08,Thursday,Pre-booked,Medium,Tribal,Artist A,2,10647,Consultation Fee,11647,Card,1
4803136972,38,Male,2024-01-12,Friday,Pre-booked,Large,Script,Artist C,6,22086,None,22086,Card,2
4963288053,18,Female,2024-02-03,Saturday,Pre-booked,Medium,Custom,Artist C,4,13254,None,13254,Card,1
3269754673,25,Female,2024-04-11,Thursday,Pre-booked,Small,Tribal,Artist A,2,19039,Piercing,20539,UPI,2
3476131010,46,Male,2024-11-26,Tuesday,Pre-booked,Medium,Script,Artist B,4,16862,None,16862,UPI,3
5146750150,49,Male,2024-08-15,Thursday,Walk-in,Medium,Tribal,Artist D,4,33735,None,33735,Card,5
5302333490,22,Male,2024-03-06,Wednesday,Pre-booked,Small,Tribal,Artist A,1,26372,None,26372,Cash,4
3070589284,39,Female,2024-02-17,Saturday,Walk-in,Sleeve/Back,Realism,Artist C,8,20883,Piercing,22383,Cash,4
5213521907,51,Male,2024-06-18,Tuesday,Walk-in,Medium,Minimalist,Artist C,2,5101,None,5101,Cash,1
5469810046,18,Female,2024-03-03,Sunday,Walk-in,Medium,Custom,Artist B,2,11721,None,11721,Card,1
4039116361,43,Male,2024-01-22,Monday,Pre-booked,Small,Script,Artist D,1,25142,Aftercare Kit,25642,Card,2
3616657849,27,Female,2024-08-24,Saturday,Pre-booked,Medium,Tribal,Artist C,3,20637,Aftercare Kit,21137,Cash,4
4251003660,47,Female,2024-01-26,Friday,Pre-booked,Small,Custom,Artist B,1,31879,Aftercare Kit,32379,UPI,3
4843567009,35,Female,2024-03-27,Wednesday,Pre-booked,Small,Tribal,Artist C,2,12902,None,12902,UPI,1
3006718781,34,Female,2024-10-20,Sunday,Pre-booked,Medium,Minimalist,Artist C,4,42542,Aftercare Kit,43042,Cash,4
4515333350,43,Male,2024-08-09,Friday,Walk-in,Medium,Custom,Artist C,2,12537,None,12537,Card,5
4033215551,25,Male,2024-07-21,Sunday,Pre-booked,Medium,Script,Artist D,2,48649,Aftercare Kit,49149,UPI,2
5450982005,29,Female,2024-09-11,Wednesday,Walk-in,Small,Tribal,Artist B,2,37082,None,37082,Card,1
4789144223,44,Male,2024-01-16,Tuesday,Walk-in,Medium,Minimalist,Artist A,4,20693,Piercing,22193,UPI,1
3804507108,25,Male,2024-07-14,Sunday,Pre-booked,Small,Custom,Artist A,1,13945,None,13945,Card,3
3367709135,42,Male,2024-12-15,Sunday,Walk-in,Sleeve/Back,Tribal,Artist A,10,13492,None,13492,UPI,1
5248349034,21,Male,2024-08-06,Tuesday,Walk-in,Medium,Tribal,Artist A,2,48406,Aftercare Kit,48906,UPI,4
4548781344,50,Male,2024-03-29,Friday,Pre-booked,Medium,Script,Artist D,2,47407,Consultation Fee,48407,UPI,4
3290680473,18,Female,2024-06-30,Sunday,Pre-booked,Small,Minimalist,Artist C,2,45670,Aftercare Kit,46170,UPI,4
5259408103,36,Male,2024-04-19,Friday,Pre-booked,Small,Realism,Artist C,1,12058,None,12058,UPI,5
5336814230,48,Female,2024-04-05,Friday,Pre-booked,Sleeve/Back,Tribal,Artist C,8,12567,None,12567,Card,5
5178955870,33,Male,2024-05-20,Monday,Pre-booked,Small,Custom,Artist D,2,17591,Aftercare Kit,18091,Cash,1
5180222420,31,Female,2024-05-23,Thursday,Pre-booked,Medium,Script,Artist B,3,9662,Aftercare Kit,10162,Card,5
5380064537,22,Male,2024-08-16,Friday,Walk-in,Medium,Script,Artist D,4,4696,Consultation Fee,5696,UPI,5
3087335169,43,Female,2024-03-17,Sunday,Pre-booked,Small,Tribal,Artist B,1,22750,None,22750,UPI,3
4676986013,45,Female,2024-01-18,Thursday,Pre-booked,Large,Tribal,Artist D,4,39652,None,39652,Cash,5
5019214800,19,Male,2024-11-10,Sunday,Pre-booked,Medium,Tribal,Artist C,4,10288,None,10288,Cash,2
3186978937,23,Female,2024-11-13,Wednesday,Pre-booked,Small,Realism,Artist A,2,30894,Consultation Fee,31894,UPI,2
4661642599,26,Other,2024-11-11,Monday,Walk-in,Small,Tribal,Artist C,2,19066,Aftercare Kit,19566,Cash,2
4603321558,50,Female,2024-05-05,Sunday,Walk-in,Small,Minimalist,Artist B,1,26226,None,26226,Card,1
4089419573,42,Female,2024-11-27,Wednesday,Pre-booked,Large,Custom,Artist A,5,14091,Aftercare Kit,14591,UPI,4
3069759864,30,Male,2024-05-31,Friday,Walk-in,Medium,Tribal,Artist C,2,15445,None,15445,Card,3
4533706498,26,Female,2024-09-12,Thursday,Pre-booked,Small,Realism,Artist B,2,38863,Consultation Fee,39863,Cash,1
3290166087,30,Male,2024-07-29,Monday,Walk-in,Small,Custom,Artist A,2,48342,Aftercare Kit,48842,Cash,4
4480915452,48,Male,2024-10-08,Tuesday,Pre-booked,Medium,Script,Artist D,4,4273,None,4273,Cash,3
4035627944,28,Other,2024-09-02,Monday,Pre-booked,Medium,Tribal,Artist C,3,45617,None,45617,Cash,3
3445232926,21,Male,2024-02-01,Thursday,Walk-in,Medium,Custom,Artist D,4,22771,None,22771,Card,3
5499255738,51,Female,2024-02-14,Wednesday,Walk-in,Small,Script,Artist C,2,24534,Aftercare Kit,25034,Card,2
4428156550,21,Female,2024-05-23,Thursday,Pre-booked,Small,Realism,Artist B,1,11695,Aftercare Kit,12195,Cash,2
3572989855,36,Female,2024-07-15,Monday,Pre-booked,Medium,Minimalist,Artist B,4,26439,None,26439,Cash,2
3190420322,23,Other,2024-03-11,Monday,Pre-booked,Sleeve/Back,Tribal,Artist C,7,31388,None,31388,Cash,3
4513112872,51,Male,2024-08-02,Friday,Walk-in,Small,Minimalist,Artist D,2,37380,None,37380,UPI,3
5345111169,35,Male,2024-04-12,Friday,Pre-booked,Medium,Realism,Artist A,3,12655,Aftercare Kit,13155,Card,2
4454049402,30,Male,2024-11-25,Monday,Pre-booked,Medium,Custom,Artist D,4,36972,None,36972,UPI,3
3752002052,40,Male,2024-09-26,Thursday,Walk-in,Medium,Custom,Artist D,3,21763,None,21763,UPI,2
4995540139,36,Male,2024-05-07,Tuesday,Pre-booked,Small,Realism,Artist C,2,9961,None,9961,Card,2
5055275742,28,Male,2024-11-18,Monday,Walk-in,Large,Realism,Artist D,6,3633,None,3633,UPI,2
3782878018,18,Female,2024-10-05,Saturday,Walk-in,Medium,Tribal,Artist B,4,28513,Consultation Fee,29513,Cash,4
3579187439,41,Female,2024-01-10,Wednesday,Walk-in,Medium,Script,Artist D,2,34729,None,34729,UPI,3
3271014739,24,Male,2024-07-14,Sunday,Walk-in,Small,Minimalist,Artist C,1,11527,None,11527,Cash,1
4965718821,42,Female,2024-12-31,Tuesday,Walk-in,Small,Minimalist,Artist A,1,32018,None,32018,UPI,2
3158844179,38,Male,2024-07-02,Tuesday,Pre-booked,Small,Custom,Artist D,2,22985,None,22985,Cash,1
4260326267,32,Male,2024-09-02,Monday,Walk-in,Large,Custom,Artist B,5,12227,None,12227,UPI,4
3865826728,18,Female,2024-10-05,Saturday,Walk-in,Small,Tribal,Artist B,2,2281,None,2281,Cash,3
3188146518,29,Female,2024-09-05,Thursday,Walk-in,Medium,Realism,Artist C,4,37792,Aftercare Kit,38292,UPI,2
3856716405,24,Female,2024-06-25,Tuesday,Pre-booked,Small,Minimalist,Artist A,2,35253,Aftercare Kit,35753,Card,2
3179984654,32,Male,2024-10-16,Wednesday,Pre-booked,Medium,Tribal,Artist B,3,23710,Piercing,25210,UPI,2
4355473709,38,Female,2024-09-14,Saturday,Pre-booked,Medium,Custom,Artist D,2,44417,Aftercare Kit,44917,Card,1
4331765783,36,Female,2024-06-13,Thursday,Pre-booked,Small,Custom,Artist A,2,48232,Piercing,49732,Card,4
5213555655,46,Female,2024-07-17,Wednesday,Pre-booked,Small,Minimalist,Artist A,1,21369,Piercing,22869,UPI,3
4710359289,42,Female,2024-05-18,Saturday,Walk-in,Small,Custom,Artist A,1,33058,Consultation Fee,34058,UPI,4
5332299081,50,Female,2024-04-02,Tuesday,Pre-booked,Medium,Custom,Artist B,4,20994,Consultation Fee,21994,Cash,2
5033236512,49,Female,2024-01-14,Sunday,Pre-booked,Medium,Script,Artist C,3,39599,Aftercare Kit,40099,UPI,4
4087974350,52,Female,2024-06-12,Wednesday,Pre-booked,Small,Realism,Artist C,1,45705,Aftercare Kit,46205,UPI,1
3157284993,43,Other,2024-11-01,Friday,Walk-in,Medium,Custom,Artist D,3,11639,None,11639,UPI,5
3820782998,28,Female,2024-04-22,Monday,Pre-booked,Small,Script,Artist C,1,39043,None,39043,Card,5
4228836941,52,Male,2024-01-16,Tuesday,Walk-in,Small,Tribal,Artist A,2,49745,Consultation Fee,50745,Card,3
4533192415,25,Female,2024-05-23,Thursday,Pre-booked,Small,Custom,Artist D,1,30973,None,30973,UPI,3
3205316740,31,Male,2024-01-30,Tuesday,Pre-booked,Large,Tribal,Artist C,6,24196,None,24196,Card,4
4425605673,27,Male,2024-08-29,Thursday,Walk-in,Small,Custom,Artist C,2,47163,Consultation Fee,48163,Card,3
4173456409,19,Female,2024-09-28,Saturday,Pre-booked,Small,Minimalist,Artist C,1,9360,None,9360,Cash,1
3534616074,26,Female,2024-07-02,Tuesday,Walk-in,Small,Script,Artist D,2,49948,None,49948,Cash,2
4580630311,20,Female,2024-10-26,Saturday,Pre-booked,Small,Script,Artist C,2,33390,None,33390,UPI,2
4876691885,38,Male,2024-04-29,Monday,Pre-booked,Medium,Minimalist,Artist B,3,4626,Consultation Fee,5626,UPI,4
4718080443,43,Male,2024-03-22,Friday,Walk-in,Small,Realism,Artist C,2,11137,None,11137,Card,2
4888654461,25,Male,2024-02-21,Wednesday,Walk-in,Small,Script,Artist A,1,46433,Aftercare Kit,46933,Cash,4
4660626647,19,Other,2024-05-06,Monday,Pre-booked,Medium,Tribal,Artist B,2,38107,None,38107,Card,3
4456151216,23,Other,2024-12-02,Monday,Walk-in,Small,Script,Artist B,1,9659,None,9659,Card,3
3802373824,45,Female,2024-05-03,Friday,Walk-in,Large,Realism,Artist A,4,22190,None,22190,Card,1
5131176633,46,Female,2024-05-16,Thursday,Walk-in,Medium,Tribal,Artist A,2,3625,None,3625,UPI,2
5136846691,43,Female,2024-09-30,Monday,Pre-booked,Small,Tribal,Artist A,1,28321,Consultation Fee,29321,UPI,1
4577743019,42,Female,2024-01-29,Monday,Pre-booked,Medium,Minimalist,Artist C,2,42469,None,42469,Cash,5
5230272804,29,Male,2024-04-22,Monday,Walk-in,Small,Custom,Artist D,1,16441,None,16441,UPI,1
4145556651,22,Male,2024-10-21,Monday,Walk-in,Medium,Minimalist,Artist D,2,31227,Aftercare Kit,31727,Card,4
